,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100
0,-0.763210984399451,0.9797663410799214,-0.7300478420902575,0.8187717409419355,-0.5318720187572565,0.696195580707578,-0.5767890601040244,0.7989026829869574,-0.6648897908179094,0.6424208547998141,-0.5463832588297088,0.7209880367611116,-0.5521464707257063,0.6061808243232139,-0.5995751748514223,0.6975471996152347,-0.513326170543331,0.5542299264525693,-0.5673723262972559,0.6433302960490951,-0.4765564893963445,0.5088890729588275,-0.5385564146117549,0.5761413537259675,-0.4424794763312198,0.4667971182492405,-0.5179125863322277,0.5083312144743175,-0.4042302618325637,0.4196566235356645,-0.4758748235272587,0.4385567874388186,-0.36625530410898716,0.4098788543904116,-0.4848907517387597,0.47851830674270823,-0.45668323942274014,0.4708739190938532,-0.5313713318127485,0.49804850813247104,-0.4644383184701033,0.48210058499240077,-0.5508445752192455,0.5284138526421474,-0.4863367571303222,0.49886363320213056,-0.5607125696494348,0.5508999815811324,-0.5141725615880782,0.5364344437155224,-0.5940861505974246,0.5868849498523058,-0.561028261240697,0.5662894389915535,-0.613015014221053,0.6253392447369593,-0.6162894587955199,0.6089114246180048,-0.6457979736798404,0.6735041025478136,-0.6937156701356023,0.6938468801996291,-0.690591912908981,0.7097049381560623,-0.7469981436209869,0.7434582817153311,-0.710770417552618,0.7137164632846295,-0.751131833487472,0.7477976347089238,-0.7150371481438227,0.7149010266618542,-0.7556516604043674,0.7520491186129018,-0.7185876300140198,0.7126003021776903,-0.7517543033632427,0.7459897963625673,-0.7187182280537531,0.7108742637650755,-0.7479782681452567,0.7404173532520677,-0.713584209881883,0.709273388985263,-0.7434759723379715,0.7347113005107113,-0.7083548053280398,0.7065953425115584,-0.7408807284313741,0.733355638914557,-0.7074985755736966,0.7054102434745622,-0.7392960003643774,0.7322368680565712,-0.7066319256742343,0.7036405051390445,-0.7378776138143944,0.7396274066901649,-0.7155698269636244,0.7067024745944357
1,-0.8085618831171548,0.9832254066870332,-0.8175248495437792,0.9246056850087013,-0.7526750079815137,0.8335647643521897,-0.6958608341854698,0.7706349262881224,-0.6679900980558692,0.7183056272870958,-0.6436366815460598,0.6768155340209531,-0.5896472573975033,0.6357762256532251,-0.5556354745774534,0.5953802370306032,-0.5415703090256923,0.5636410339334835,-0.512700065837152,0.5271177765377771,-0.4792802452794404,0.4966872612538675,-0.46664798557635273,0.4754532613503899,-0.44508394890446845,0.4498372082830698,-0.42652472595072893,0.42211788018335605,-0.40734574040652816,0.4042061567422976,-0.38138469930069796,0.3817320479852138,-0.3629902601584686,0.3594616610157895,-0.34803241377334615,0.340579637874533,-0.3472342544248602,0.3225119659580355,-0.30232696505627543,0.2948083753799459,-0.2928239393815924,0.27801736190325776,-0.2774130079323034,0.2615351257395235,-0.2612824875666021,0.2421928697079323,-0.2485793829209562,0.22264964505968252,-0.2355644737104258,0.20613690983653338,-0.22260687139232999,0.18647129461457632,-0.21017891924955115,0.15616690673358152,-0.20175444049155242,0.13186446360115453,-0.20167504084536605,0.13130275150301185,-0.19229648417218703,0.1250655088080386,-0.18470029223410112,0.1125494928486021,-0.18463719113743352,0.10834911599454548,-0.1773424636686279,0.10044459630494117,-0.1684348790243824,0.08648914373480093,-0.1641812815561733,0.07798045018035897,-0.15766193654136154,0.06674944856913674,-0.14796453258509537,0.04473873148877746,-0.14174312597616717,0.03554705992019248,-0.1277804284247453,0.029047502543461418,-0.12385691752559212,0.004770153471248717,-0.10891064723383025,-0.017456589961820854,-0.10589613812801364,-0.03321891792633638,-0.09291478090295376,-0.0949783268829773,-0.05322054677986988,-0.16803703585546156,-0.049072470888297824,-0.17422349500716555,-0.06549158882115369,-0.1734245446926075,-0.054506792854036014,-0.18918701446737574,-0.04797965923587314,-0.18595726427397735,-0.06584213734866007,-0.1694331433716243,-0.10594369925769875,-0.17246343298408362
2,-0.7425840539257161,0.9701869840241647,-0.7235514607434287,0.7935667226345996,-0.552098127852303,0.6043253529410582,-0.5056609366704649,0.5622374333758325,-0.48188639686644336,0.4839996071124395,-0.43417627830372163,0.46727172391012817,-0.4217164018440085,0.4208754606380884,-0.40759562537616717,0.41408300747878574,-0.40853678945243654,0.39832627227548323,-0.39417369899940985,0.38589443945365187,-0.38540666796866274,0.35958084522657946,-0.3816439409351819,0.3691402900825517,-0.37661552818001404,0.331851607303211,-0.36879084568515264,0.34627084522748647,-0.38288331024986466,0.3405607629194811,-0.4070103495475186,0.37503509351804776,-0.40383370502495686,0.3367904273105549,-0.3621241695822361,0.3353961521406557,-0.3757520308866361,0.3150439084128352,-0.3739842410224618,0.3598881006632865,-0.3856672752548175,0.31813794261069056,-0.37765584664214086,0.2980721641345743,-0.34791719889019856,0.2558381470432983,-0.3337835306100539,0.21382563336976632,-0.28869126296016995,0.1994067595056164,-0.2721494539398277,0.15984233242449813,-0.24652125448044584,0.1568925254938418,-0.22749642932408026,0.16258066988737507,-0.19968024448375615,0.12279676544507324,-0.2469930898523511,0.06832298136645955,-0.292397660818713,-0.04724409448818894,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.7407204124118769,0.9776130717177793,-0.7454224270969187,0.8310773621818939,-0.6210209967569837,0.6174917450367623,-0.5359532114793045,0.5582905624722835,-0.5020612713853237,0.484748438387305,-0.48629947627099207,0.4674489071385716,-0.4490437761823057,0.4150861843215041,-0.44175566081079987,0.45490930794849704,-0.4647693936652681,0.4404363367660179,-0.4566973924285402,0.4530417748809597,-0.4754381483889582,0.45356864471254094,-0.48830482786047646,0.48910924326383554,-0.48868530121346826,0.46670286442549375,-0.4897989811304037,0.4819591335868927,-0.4998896925742046,0.48075606619459454,-0.48244430024207907,0.4769818661748126,-0.4895254768138577,0.4779619932681207,-0.4935746681189673,0.4552362196071412,-0.4122306268160492,0.3739363441218546,-0.40533210457374275,0.3851796668247035,-0.4144472316614715,0.36996444576879195,-0.356834484883847,0.31934778316697665,-0.3665432901655167,0.32624202677382835,-0.3605174902710428,0.3273337779416501,-0.36098760370991106,0.3260125407885802,-0.3851632601226203,0.33492297920126335,-0.36483585856976597,0.3175639679176732,-0.36820964715474375,0.32847473331074234,-0.3757086363892801,0.32587564832559285,-0.3766621910618004,0.34793791531701335,-0.3521336683244182,0.3403144971852219,-0.38442526136925664,0.3520602248106157,-0.3473194693440603,0.3522222495940953,-0.3588889238409181,0.34834793437129813,-0.3776348146357332,0.3474091102180728,-0.3434417756813275,0.34800827624163283,-0.35351057696250715,0.3373745568739773,-0.33950632323676744,0.276280812117642,-0.18603283977960983,0.0585385963104195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-0.651109710793113,0.9772254499496419,-0.6660318464142748,0.8291666784099481,-0.5312229934280901,0.6632961644338013,-0.495169518157198,0.5957199064906595,-0.4620833076369501,0.5449368007747977,-0.4524493238255124,0.5282121248187842,-0.43555927884300505,0.47101261694689345,-0.4138087037388203,0.4621351550553004,-0.40722714054994763,0.41794308801436314,-0.35610003535442714,0.3735185644788949,-0.3479603537744303,0.3612415788748652,-0.3351457311198691,0.34686112791275403,-0.31567290722017194,0.30727048247100947,-0.28783397688621654,0.29624070973997113,-0.28991749049979315,0.29803893269168313,-0.2899225302163345,0.2912022342209522,-0.2869937849825252,0.28703059438803974,-0.2849997955123321,0.28170383329890936,-0.280663787259698,0.2806532194422756,-0.2829661772288264,0.2664705578145758,-0.27510250419527116,0.2646887923161472,-0.27237960106723746,0.22723024558376753,-0.25216233704609947,0.2041720061505619,-0.24911486911145317,0.18804003869667224,-0.22593367899199085,0.16380448619344412,-0.20339931539122683,0.14368888567839497,-0.20181099931791904,0.1438411221142915,-0.19826103706586984,0.14126620816988475,-0.20175676309088633,0.13814983099554276,-0.2010321736258442,0.12551986756988476,-0.18741584582309267,0.11632589572994857,-0.18307126908787633,0.10882520131673186,-0.18790369831922513,0.088463713513395,-0.18027444021008188,0.0569789591978126,-0.1977369104713865,0.04911928984598578,-0.17870019413885613,0.047696024972164984,-0.2175863527504802,0.007331649313042796,-0.222042139384117,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-0.7191381326606617,0.9662573820178108,-0.757323908783596,0.7990451820585001,-0.6246600312522406,0.6607432889422955,-0.5811712994801035,0.6284355296607282,-0.5568696079136265,0.5691771283422101,-0.5314505130855424,0.5608322900895357,-0.5020396501647192,0.5044804704497959,-0.48096144163889876,0.5018857533237263,-0.471623225974824,0.47250575292132657,-0.4524877741282645,0.46696099213204817,-0.44860389306554405,0.4347861052684167,-0.43050119064148923,0.4359413907031971,-0.42262562295218914,0.40317897761809685,-0.39009472451281507,0.335216555110907,-0.345293323691153,0.2876855275940589,-0.31984505334093677,0.2797640657912442,-0.31320573849165384,0.22072752802792953,-0.2826720572607038,0.24815010959032546,-0.28002468022729565,0.18797626804936407,-0.24551010894555828,0.20212206180838888,-0.23105029811458763,0.15512224200853209,-0.1922668152414667,0.177962226472007,-0.2076191142110752,0.12863459755166212,-0.16892055553558216,0.15581864993337147,-0.157907609222398,0.11303507947448285,-0.160657299198024,0.13263529187668366,-0.13561442000209203,0.09450979655033795,-0.11634880033842482,0.10479798698187721,-0.12271827652251248,0.08092790480101006,-0.10177034637515407,0.07471591599869133,-0.0814212397696486,0.06239912007982439,-0.08335652360969649,0.045775570564048566,-0.08403317723414949,0.044348898908634596,-0.08973555583902074,0.05063176977768047,-0.09840065142959119,0.048802739087184396,-0.09590093462675633,0.05501508058178542,-0.09988454521084471,0.049327624173742694,-0.1093939467362918,0.04977552308090154,-0.10159639879795189,0.043824412176144606,-0.12513661686724992,0.05260873256328051,-0.0978608427359549,0.01974140236319717,-0.16040703258136504,0.051964996873162105,-0.066411865860264,0.007527671227258373,-0.20958720292167393,-0.005736376718155133,-0.09138419331452173,-0.026665402689562752,-0.7538461538461532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.7598018039807356,0.9741496580262202,-0.7519187895554122,0.8844695590958087,-0.6949358170657997,0.7736153860684681,-0.6506737247915487,0.8101916543327391,-0.6919612134944388,0.7839848682200893,-0.6774908672895084,0.8165646246646416,-0.6875473362553761,0.72690652565293,-0.6576592100270439,0.7805473784226997,-0.6633885337254419,0.7000932419827794,-0.6192770116668574,0.7149704273156601,-0.5957661545874792,0.6036515938755919,-0.547406708500707,0.6245860430564145,-0.530581175107413,0.5339052616704808,-0.49949848055106916,0.5756082856971899,-0.5141862628068672,0.4969258431928616,-0.4794274082981051,0.47999194521513894,-0.4547749626720955,0.4608131431083867,-0.4511363120726527,0.46476024310302616,-0.43503554588386295,0.42538178397764764,-0.40520512574475187,0.39514766354128705,-0.3771100436043931,0.36726917806905396,-0.3747021357544338,0.3604981619378294,-0.3513540263140835,0.322347268274921,-0.3424012350424593,0.3237865558169036,-0.3318029686769622,0.307036968952725,-0.3311542898947777,0.304423088294371,-0.30758887150249364,0.27652966165060755,-0.30879598202475755,0.2724804070395921,-0.28984606085858355,0.2444499753854675,-0.2907553653707326,0.25427531957649435,-0.2794252598579881,0.20534531504463832,-0.2648994239201421,0.2059735747901697,-0.25213240842173207,0.19711764589680428,-0.25623017515622587,0.18183610880729242,-0.2258145866090726,0.12046847350490061,-0.2107496347751344,0.12652378442679865,-0.20379010047654775,0.1072537310604977,-0.18660367267071007,0.11516848950311048,-0.16365495903075725,0.07781685229338774,-0.13184912878112037,0.09139034603050529,-0.13804728190295096,0.0559309644424445,-0.11296480121719091,0.05065015850869783,-0.08796417228662977,0.03225425448682804,-0.08867926537323584,0.0323333148778379,-0.0721062980845217,-0.00021513440591442226,-0.041283686872454754,0.003459869716401535,-0.04991950781879074,-0.0062679274916380735,-0.029468114561658664,-0.016802529074355234,-0.0067975073238292286,-0.022281125725511428,-0.008659268395038134,-0.0371827508610353
7,-0.8100562053824062,0.9938644357743799,-0.8184877806800195,0.965387913898515,-0.7925064601220264,0.9211137405052411,-0.7815192738483969,0.9263851555901946,-0.7950241779878702,0.9065487243323805,-0.7854685223506225,0.9198163908138834,-0.7967234891477039,0.8914779362573793,-0.7913392022830662,0.9130351259745091,-0.7867901655984099,0.8868812000031083,-0.7782079350493586,0.8932010975709125,-0.7809223885642608,0.8706291942647051,-0.7623329126174373,0.8827899580167008,-0.767589771481048,0.8469248981471852,-0.7638435215613494,0.8686270835324065,-0.7683152377016006,0.8533649075282048,-0.7770687305721047,0.857811064350349,-0.7874253571277999,0.8348681187768031,-0.7655108136536776,0.8369489279813794,-0.7646266092498939,0.810571722749994,-0.7628021604666051,0.8149873561507238,-0.7549389514820083,0.7980575135462833,-0.7401874985410827,0.7862987432141133,-0.7356575061423427,0.7715777380154935,-0.7310645962017681,0.7694344447056586,-0.7269808646716712,0.7477026812791804,-0.7065318125324698,0.7239299622328592,-0.6826074141220894,0.7175620877512494,-0.688547140280259,0.7028613194163897,-0.6886032287636032,0.6819464029594507,-0.6620017979490879,0.6595607110757239,-0.6596996664434841,0.6475267721213724,-0.6605919098742555,0.6355773625188023,-0.6342427660695779,0.612433944917016,-0.6302705603141753,0.5985746683040357,-0.6326457860482595,0.5878011104156426,-0.6022531173647626,0.5756460272224064,-0.6047126355504879,0.550058528122285,-0.6062957975399418,0.5516064107064069,-0.5775159073286419,0.538894646020932,-0.580230331037976,0.5251594784889675,-0.5830474030542586,0.509420179399093,-0.5443901138294224,0.5009447087168309,-0.5477207875454071,0.48002431722333694,-0.547815254396253,0.4745006681879356,-0.5138178527244233,0.45324553544173957,-0.5072753730633859,0.4354891904191235,-0.5060407494545748,0.42633749924966907,-0.4734427711755667,0.4127501017211476,-0.47399933222623697,0.39333532866199,-0.4691167007379306,0.3859351800963472
8,-0.6179131795119982,0.9767304601917127,-0.7399139308890279,0.8984370457940715,-0.7212851748638275,0.776069730586475,-0.6429780848752331,0.7849196106503219,-0.6443637658671643,0.6910976572502583,-0.6181326996853715,0.7613919086371312,-0.6307132423327318,0.5984998707893291,-0.583834362212785,0.7095248129219509,-0.5937963326485548,0.5790014062188226,-0.5537014058470419,0.6220716013028382,-0.5433560973128211,0.5325920765870005,-0.5269410766790252,0.5645739095030675,-0.4849938149902881,0.42718899340999317,-0.4677363766349876,0.5160032220023394,-0.49070991115668344,0.47283946212760125,-0.49942521739193235,0.5495401517188448,-0.5174657037740498,0.5229499602757985,-0.49673200619432806,0.5280874074422939,-0.5116030559460768,0.49607588428459554,-0.4854486653226653,0.5216821832306103,-0.4825048799887938,0.48623401570210856,-0.4923605188267129,0.47041183126913244,-0.46714647650428,0.47881959510456334,-0.46458628105587757,0.45603437157497057,-0.4724812295525271,0.440701895889654,-0.45276578164216713,0.45338666388591886,-0.44802954990815674,0.42555385268677004,-0.45613480882389784,0.41758643294217046,-0.42807860925257807,0.4231840492839339,-0.4223603362246874,0.40267010636375494,-0.43199329360517397,0.3971327731216281,-0.39970177564222387,0.40320927561811093,-0.4052159866500906,0.3677075246168912,-0.3976508723197318,0.3712979865277774,-0.38127659836302236,0.3678666424495685,-0.3795980511022147,0.34902582361881695,-0.3813916505637427,0.3587245750116594,-0.36125246597891997,0.34808591216714374,-0.36799416072565977,0.33686717271447236,-0.3530719828586034,0.3337228854091456,-0.34041107606230886,0.32241997442858805,-0.3370466361336927,0.31022513830441034,-0.33416645407822365,0.3140478427077159,-0.33731689440735063,0.306641990756246,-0.3266660890933476,0.29442757216816123,-0.3209206889922676,0.28955420006475086,-0.3209689540325885,0.2822423982699845,-0.3260017070229414,0.27093157382977606,-0.2807279672344115,0.17393786697546532,-0.13069547300972953,0.019081786535306313
9,-0.633422491659144,0.9485918999830824,-0.6891712372848752,0.9159767913642656,-0.7145408775345174,0.8852353244237207,-0.6894028245335144,0.8892113053211426,-0.6864562459791669,0.8012809269203652,-0.6591014697243451,0.8135958035441816,-0.6496856853289305,0.792280359062513,-0.6708361882571219,0.7727206174542071,-0.6211738348483749,0.7555041006826626,-0.6521150470363449,0.7272167393737974,-0.6017964236825961,0.7175826630860134,-0.6327810587728289,0.6931777326137968,-0.5811504578102832,0.6778010012699174,-0.6173348541559245,0.658339044415935,-0.5546867944039957,0.6479409850010869,-0.5989108653538319,0.6219723045708513,-0.5362880091818021,0.6160982051218876,-0.5748689570739932,0.5948995553383032,-0.5176364075499836,0.5843476438799249,-0.5561138989899793,0.5634487025224982,-0.4949760318323203,0.5562119696098082,-0.5414864118316854,0.5268571594460206,-0.48156616433956145,0.5275064028166375,-0.5227764220424661,0.5055300057280163,-0.4658529428407246,0.5087630869464278,-0.500886926247335,0.48559314128209596,-0.4428882442812508,0.4843797229715161,-0.4966400037624077,0.46579046350170517,-0.419979620649504,0.46158162757611043,-0.4721482761201962,0.44031850213874113,-0.4149761331391021,0.4413004142154785,-0.4446448528247281,0.4196870357903495,-0.3940285796394491,0.4150375396287111,-0.43643229703986164,0.3850153861512406,-0.37213652563415395,0.38533683106950534,-0.41009940120999305,0.3554477593069535,-0.36493426913571225,0.3574848704880726,-0.38374857226685904,0.33160395683771093,-0.34336588604202917,0.3296822607241649,-0.3728901686253834,0.3001761086971063,-0.3233912309494086,0.3061903551878209,-0.3462409269472433,0.2711674663909554,-0.31410174822488,0.2728610620071606,-0.3210780749079605,0.24363983134524722,-0.2839935873323509,0.2566679916533373,-0.2999777233261765,0.20895878688472275,-0.25811349221055446,0.2302345247543308,-0.2683153849008571,0.17699820821742693,-0.2374454894432517,0.19033127291769236,-0.24637679929575207,0.149915093993962
